conversation_id,parent_author,parent_text,parent_sentiment,parent_confidence,parent_trade_type,parent_tickers,reply_count,total_likes,total_retweets,bullish_reply_pct,bearish_reply_pct,neutral_reply_pct,has_ticker,is_actionable,total_engagement
1.82269e+18,SFarringtonBKC,"Even with $VET using ""excess free cash flow"" to throw shareholders some scraps after their drilling ...",bullish,65,analysis,VET,6,82332.0,21691.0,0.0,33.33333333333333,66.66666666666666,True,True,104023.0
1.88685e+18,ZaStocks,"I still don’t think the move in $TEM has really even started yet.

It’s just building a long IPO bas...",bullish,70,analysis,"TEM,RDDT,CAVA,ALAB",64,95243.0,8718.0,67.1875,9.375,23.4375,True,True,103961.0
1.89185e+18,mind1nvestor,"$ASTS Future Outlook – High Growth Ahead?

✅Earnings expected to grow 52.8% per year.

✅Revenue fore...",bullish,85,analysis,ASTS,51,83867.0,8486.0,54.90196078431373,17.647058823529413,27.450980392156865,True,True,92353.0
1.88942e+18,ZaStocks,$UPST looks like a monster quarter at first glance. EPS $0.26 vs $(0.04) est is massive. Big revenue...,bullish,75,analysis,UPST,49,75844.0,7620.0,38.775510204081634,18.367346938775512,40.816326530612244,True,True,83464.0
1.88833e+18,ZaStocks,"Stage one base breakouts give major signals of what’s to come.

Four examples of software names that...",bullish,70,analysis,"TWLO,AFRM,NET,DOCS",22,66987.0,2091.0,45.45454545454545,4.545454545454546,50.0,True,True,69078.0
1.88651e+18,ScorpionFund,The Oppenheimer report today by Suraj Kalia “refuting” our $TMDX TransMedics report is getting some ...,bearish,75,analysis,"TMDX,NVRO",16,57375.0,8641.0,18.75,31.25,50.0,True,True,66016.0
1.88951e+18,JPATrades,"Someone bought $700,000 worth of $TSLA 305 puts that expire next week
 
Looks like they're calling f...",bearish,75,analysis,TSLA,25,54067.0,2772.0,12.0,16.0,72.0,True,True,56839.0
1.87722e+18,laurenbalik,"Marc Benioff does not respect investors. He sees investors as ""greedy money people"" even as he waste...",bearish,60,analysis,CRM,2,47300.0,9413.0,0.0,50.0,50.0,True,True,56713.0
1.87245e+18,mind1nvestor,"RT @mind1nvestor: $HIMS is looking textbook right now.

The price has broken through both the 50 and...",bullish,75,analysis,HIMS,3,43734.0,6504.0,66.66666666666666,33.33333333333333,0.0,True,True,50238.0
1.88822e+18,mind1nvestor,"$OSCR is in an absolute sweet spot for accumulating or opening a position. 🔥

It has held twice at t...",bullish,85,trade_suggestion,OSCR,27,42768.0,7183.0,33.33333333333333,11.11111111111111,51.85185185185185,True,True,49951.0
1.88757e+18,alphatrends,"From its gap lower, $RBLX ran into the 2 day VWAP (blue) and then fell back to daily VWAP where it h...",bullish,70,analysis,"RBLX,TSLA",37,38849.0,6535.0,24.324324324324326,8.108108108108109,67.56756756756756,True,True,45384.0
1.8901e+18,ZaStocks,"$PLTR $HIMS $HOOD $RKLB all have a lot in common.

1) “Crowded” with retail investors
2) Hated by Wa...",neutral,60,analysis,"PLTR,HIMS,HOOD,RKLB",28,37355.0,2687.0,42.857142857142854,21.428571428571427,35.714285714285715,True,True,40042.0
1.72416e+18,HindenburgRes,"NEW FROM US: We Are Short Golden Heaven Group, Another Classic ""China Hustle"" 

$GDHG

(1/n)",bearish,75,analysis,GDHG,32,34324.0,4205.0,0.0,65.625,34.375,True,True,38529.0
1.88982e+18,ecommerceshares,"$APP +29%
$BROS +25%
$HOOD +21%
$RDDT -16%
$TTD -27%

Big moves.",bullish,70,analysis,"APP,BROS,HOOD,RDDT,TTD",21,29556.0,7352.0,28.57142857142857,28.57142857142857,42.857142857142854,True,True,36908.0
1.87716e+18,JPATrades,Well $NVDA no all time high breakout this week and with Biden's negative chip export news NVDA is fa...,bearish,65,trade_suggestion,NVDA,12,32185.0,4366.0,25.0,16.666666666666664,58.333333333333336,True,True,36551.0
1.83427e+18,TradingThomas3,$AAPL already discounted the apple watch even before it is released. Demand must be robust. https://...,bullish,75,analysis,AAPL,2,23988.0,10631.0,50.0,50.0,0.0,True,True,34619.0
1.85602e+18,KevinLMak,"$SPHR

Earnings are out tomorrow morning before the open. As I've said before, the quarterly prints ...",neutral,65,analysis,SPHR,7,32197.0,2046.0,57.14285714285714,0.0,42.857142857142854,True,True,34243.0
1.87663e+18,ftr_investors,"$SE Sea Limited surged 162% in 2024, driven by strong growth in Shopee. Sales jumped 31%, with Shope...",bullish,75,analysis,SE,10,27512.0,4284.0,70.0,0.0,30.0,True,True,31796.0
1.88471e+18,eliant_capital,Expect Capex to Boost in Coming Years $MSFT https://t.co/jzlO7jfdGW,bullish,75,analysis,MSFT,49,27581.0,3715.0,34.69387755102041,34.69387755102041,30.612244897959183,True,True,31296.0
1.8886e+18,ZaStocks,"Last post of the weekend about stage analysis.

The leaders and favorites of tomorrow might be in th...",bullish,70,analysis,"PLTR,COIN,HOOD,HIMS",24,25685.0,1113.0,25.0,8.333333333333332,66.66666666666666,True,True,26798.0
1.89083e+18,ShortsellerST,$GC $GLD rinse repeat....we continue to ride this trend since last fall....am expecting us to flag a...,bullish,70,analysis,"GC,GLD",10,21122.0,4238.0,20.0,10.0,70.0,True,True,25360.0
1.88836e+18,mind1nvestor,"RT @mind1nvestor: $OSCR is in an absolute sweet spot for accumulating or opening a position. 🔥

It h...",bullish,75,trade_suggestion,OSCR,23,20734.0,3726.0,4.3478260869565215,26.08695652173913,56.52173913043478,True,True,24460.0
1.86179e+18,KevinLMak,"$ASTS
I think this is a bad take from Scotia. Scotia's coverage has always been pretty questionable ...",neutral,60,analysis,ASTS,4,19940.0,3954.0,0.0,25.0,75.0,True,True,23894.0
1.88586e+18,Errecck,Daily and hourly ADL alignment on $LTC.  All times these lines have hit they have been some type of ...,bullish,75,analysis,LTC,14,21471.0,1974.0,21.428571428571427,42.857142857142854,28.57142857142857,True,True,23445.0
1.88906e+18,ZaStocks,"We now have our explanation for the weakness in $TSLA.

Elon wants to buy OpenAI.

Until this situat...",bearish,60,analysis,TSLA,46,20883.0,1934.0,45.65217391304348,8.695652173913043,45.65217391304348,True,True,22817.0
1.88984e+18,ZaStocks,If there was ever an environment for my beloved $COIN to breakout and further detach from $BTC it’s ...,bullish,75,analysis,"COIN,BTC",24,21770.0,868.0,37.5,8.333333333333332,54.166666666666664,True,True,22638.0
1.88687e+18,ecommerceshares,$GOOG now +40% after I bottom-ticked it on the hour in September. Many followed. Remember the fear t...,bullish,80,analysis,GOOG,35,20568.0,2025.0,37.142857142857146,17.142857142857142,45.714285714285715,True,True,22593.0
1.88891e+18,hftquant_,"Listen to me. Look at my eyes. You
Are not good enough to fade me. If in my discord. They are in my ...",bullish,85,trade_suggestion,"SPX,SPY,ES,NQ,QQQ,AMD",8,21343.0,1229.0,37.5,25.0,37.5,True,True,22572.0
1.88796e+18,hamids,"Just added more $RIVN. Rivian at ~$13 Billion market cap is stupid cheap! Yes, there's always the po...",bullish,75,trade_suggestion,RIVN,48,19710.0,2317.0,41.66666666666667,8.333333333333332,50.0,True,True,22027.0
1.89151e+18,Errecck,"I think the 3 day chart is the view the matters for $WULF

You can see the 3D 100 MA has been identi...",bullish,75,trade_suggestion,WULF,26,19997.0,1813.0,42.30769230769231,30.76923076923077,23.076923076923077,True,True,21810.0
1.88642e+18,ScorpionFund,$TWST Twist Bioscience quarter shows how companies get sloppy when engaged iin phony accounting - “t...,bearish,80,analysis,TWST,33,18604.0,2095.0,45.45454545454545,18.181818181818183,33.33333333333333,True,True,20699.0
1.8811e+18,Errecck,Up 30% since post  $TRUMP https://t.co/WQbB9pS2it,bullish,70,analysis,TRUMP,21,18473.0,753.0,33.33333333333333,33.33333333333333,33.33333333333333,True,True,19226.0
1.88647e+18,qcapital2020,"If $NFLX suddenly raised their prices 15%, would everyone cancel? Probably not as we've seen many ti...",neutral,65,analysis,NFLX,27,16288.0,1826.0,22.22222222222222,14.814814814814813,62.96296296296296,True,True,18114.0
1.88943e+18,JPATrades,"$AMD at close
 
Bad start to the week see what CPI does tomorrow https://t.co/NW34DUZoRJ",bearish,60,analysis,AMD,34,15529.0,1053.0,32.35294117647059,11.76470588235294,52.94117647058824,True,True,16582.0
1.85499e+18,ZaStocks,This is when you focus and press the gas until the market says otherwise. A pullback next week would...,bullish,80,analysis,SPY,2,14148.0,893.0,0.0,0.0,100.0,True,True,15041.0
1.85752e+18,ScorpionFund,1/3 THREAD: The emergence of fake gross margins at growth companies; Twist Biosciences $TWST as a ca...,bearish,85,analysis,TWST,10,11376.0,3398.0,30.0,10.0,50.0,True,True,14774.0
1.89005e+18,hamids,Yesterday's analyst upgrades on $HOOD took the price targets up to $90! You can see analyst upgrade/...,bullish,75,analysis,HOOD,88,13522.0,1048.0,53.40909090909091,10.227272727272728,36.36363636363637,True,True,14570.0
1.89051e+18,alphatrends,"than you for having me on

here is a chart to follow along with the commentary

$TSLA
@YahooFinance ...",neutral,50,analysis,TSLA,63,13382.0,1119.0,58.730158730158735,11.11111111111111,30.158730158730158,True,True,14501.0
1.8904e+18,TidefallCapital,"""We think Fairfax India’s book value dramatically understates its intrinsic value.” 
specifically ci...",bullish,75,analysis,FIH,49,13500.0,716.0,34.69387755102041,26.53061224489796,38.775510204081634,True,True,14216.0
1.88721e+18,KevinLMak,"$RCAT
Update on short interest. Since the short report on 1/16, the short interest has grown and is ...",neutral,65,analysis,RCAT,28,12955.0,999.0,39.285714285714285,14.285714285714285,46.42857142857143,True,True,13954.0
1.88764e+18,Brian_Stoffel_,My full take on why $AMZN is still a strong buy 👇 https://t.co/H0bRHRIEvp,bullish,70,analysis,AMZN,43,12175.0,1057.0,37.2093023255814,16.27906976744186,46.51162790697674,True,True,13232.0
1.8782e+18,mind1nvestor,"True wealth is built not by avoiding market corrections but by preparing for them.

When $SPY and $Q...",bullish,80,analysis,"SPY,QQQ",9,11573.0,1656.0,22.22222222222222,22.22222222222222,55.55555555555556,True,True,13229.0
1.82084e+18,hamids,"So $UBER beat on revenue and CRUSHED on profits! On the earnings call, @dkhos addressed seld-driving...",bullish,75,analysis,"UBER,TSLA",3,10413.0,2655.0,0.0,0.0,100.0,True,True,13068.0
1.89223e+18,kintsugiinvest,"RT @kintsugiinvest: 99% of investors focus on stock prices. 
The 1% who get rich focus on cash flow....",neutral,60,analysis,AMZN,71,11851.0,634.0,43.66197183098591,25.352112676056336,30.985915492957744,True,True,12485.0
1.8868e+18,TidefallCapital,"$PLTR +27%
90x revenue
509x earnings
""Despite an ultra premium valuation, we see a lack of downside ...",bullish,70,analysis,PLTR,29,11423.0,855.0,37.93103448275862,24.137931034482758,37.93103448275862,True,True,12278.0
1.89111e+18,mind1nvestor,"Last Friday, I exited my $NU position with a 20% gain. ❌

I mentioned several times that there was a...",bearish,70,analysis,"NU,BRK",9,10224.0,1862.0,11.11111111111111,11.11111111111111,77.77777777777779,True,True,12086.0
1.88689e+18,ftr_investors,$AMD AMS Q4 2024 Revenue Breakdown: $7.66B visualized @AMD @LisaSu https://t.co/SDb52nP0uR,neutral,50,analysis,"AMD,AMS",38,11198.0,640.0,34.21052631578947,23.684210526315788,42.10526315789473,True,True,11838.0
1.8828e+18,KevinLMak,"$RCAT

Redcat CEO Jeff Thomson did a youtube interview to clarify a bit of the revenue forecast ambi...",neutral,60,analysis,RCAT,23,9385.0,1188.0,56.52173913043478,13.043478260869565,30.434782608695656,True,True,10573.0
1.88738e+18,mukund,"$TSLA Tesla sales dropped around 13 percent across Europe in 2024, but so far this year, the scale o...",bearish,75,analysis,TSLA,5,9885.0,669.0,0.0,40.0,60.0,True,True,10554.0
1.86185e+18,hamids,Rocket Lab $RKLB short interest has seen a massive fall in the last month (finally). I guess shorts ...,bearish,60,analysis,RKLB,5,10020.0,207.0,20.0,0.0,80.0,True,True,10227.0
1.89231e+18,alphatrends,"No assurance it will hold but worth noting this is the first test of the ⚓️VWAP from EPS in $PLTR

I...",neutral,60,analysis,PLTR,55,9748.0,398.0,29.09090909090909,36.36363636363637,34.54545454545455,True,True,10146.0
1.88363e+18,thexcapitalist,"Number of H100 chips bought in 2024:

- $MSFT: 450,000
- $META: 350,000
- $AMZN: 196,000
- $GOOG: 16...",bullish,75,analysis,"MSFT,META,AMZN,GOOG,NVDA",5,9255.0,889.0,0.0,0.0,100.0,True,True,10144.0
1.88474e+18,Brian_Stoffel_,"My take on the $TSLA earnings.

And the valuation looks pretty steep no matter how you slice it 👇 ht...",bearish,65,analysis,TSLA,20,9131.0,776.0,55.00000000000001,15.0,30.0,True,True,9907.0
1.88716e+18,Brian_Stoffel_,"In all, we're talking pretty good $UBER earnings.

But here's why it's still falling 👇 https://t.co/...",bearish,60,analysis,UBER,44,9231.0,412.0,45.45454545454545,20.454545454545457,34.090909090909086,True,True,9643.0
1.88789e+18,Brian_Stoffel_,"I don't have a solid answer to this, but seems to me like $NET is SO IMPORTANT to the global infrast...",bullish,70,analysis,"NET,ISRG",67,8699.0,580.0,37.3134328358209,23.88059701492537,38.80597014925373,True,True,9279.0
1.82552e+18,BarrySchwartzBW,RT @ErnestWongBWM: The long term vision of $ATD.TO is for Circle K to resemble convenience stores in...,bullish,70,analysis,ATD,6,7708.0,1204.0,0.0,66.66666666666666,16.666666666666664,True,True,8912.0
1.84946e+18,TradingThomas3,"JPMorgan says fade the $TSLA pop, earnings boost ‘unsustainable’ 😂",bearish,75,analysis,TSLA,3,8451.0,350.0,33.33333333333333,33.33333333333333,33.33333333333333,True,True,8801.0
1.88975e+18,ZaStocks,"RT @ZaStocks: $UBER at $60: 

Autonomy loser, going bankrupt because of Waymo and Tesla.

Uber when ...",bearish,60,analysis,UBER,32,7633.0,934.0,43.75,9.375,46.875,True,True,8567.0
1.89124e+18,ZaStocks,"$ABNB

Weekly or monthly downtrend breakouts from all time highs are one of my favorite setups. 

$T...",bullish,75,analysis,"ABNB,TSLA",14,7668.0,897.0,28.57142857142857,21.428571428571427,50.0,True,True,8565.0
1.88936e+18,JPATrades,"Should have just tailed this guy…
 
He’s already $20 ITM on his $TSLA puts up almost a $1,000,000",bearish,70,analysis,TSLA,38,7660.0,835.0,71.05263157894737,7.894736842105263,21.052631578947366,True,True,8495.0
1.89156e+18,ZaStocks,"$XYZ has had a beat and raise quarter for SIX quarters in a row, stock price is nearly unchanged ove...",bullish,75,analysis,"XYZ,ARKK",27,7944.0,521.0,33.33333333333333,11.11111111111111,55.55555555555556,True,True,8465.0
1.81575e+18,KevinLMak,"$ASTS

Why does the stock just keep slowly trending higher? Here's part of the reason:
Short interes...",bullish,75,analysis,ASTS,3,7210.0,1217.0,33.33333333333333,0.0,66.66666666666666,True,True,8427.0
1.8839e+18,burrytracker,The S&amp;P 500 drops over $1 trillion in market cap at open after concerns that DeepSeek could upen...,bearish,65,analysis,AAPL,53,7693.0,606.0,45.28301886792453,26.41509433962264,28.30188679245283,True,True,8299.0
1.88683e+18,alphatrends,When trading $SPY or $ES_F it is always good to be aware of the anchors for the beginning of both se...,neutral,65,analysis,"SPY,ES",29,8019.0,278.0,31.03448275862069,20.689655172413794,48.275862068965516,True,True,8297.0
1.88861e+18,TradingThomas3,$SPX implied move for the week decreased to 98 points. While we've seen significant daily swings in ...,neutral,65,analysis,SPX,14,7504.0,460.0,42.857142857142854,7.142857142857142,50.0,True,True,7964.0
1.88459e+18,ZaStocks,Just as everyone gets neutral/bearish on semis because they trust China made the best LLM in history...,bullish,75,analysis,ASML,13,7669.0,283.0,38.46153846153847,0.0,53.84615384615385,True,True,7952.0
1.88856e+18,ftr_investors,"Here are the Top 25 cash-generators in the tech sector, ranked by their impressive Free Cash Flow Ma...",bullish,75,analysis,"NVDA,ANET,MELI,APP,PDD,ASML,ADI,FICO,TSM,DSG,OLED,AMS,KLA,NEM,FTNT,AVGO,NVMI,BSY,BESI,PANW,LCRX,ASM,META,MSFT,TYL",9,7169.0,780.0,44.44444444444444,22.22222222222222,33.33333333333333,True,True,7949.0
1.87594e+18,mind1nvestor,"$NIO ’s triangle is tightening!

The price has been testing $4.50 since November and has consolidate...",bullish,75,analysis,NIO,12,6780.0,856.0,16.666666666666664,16.666666666666664,66.66666666666666,True,True,7636.0
1.86792e+18,investmattallen,"$SOFI SoFi growth has been amazing 

From just 653,000 members in 2018 to over 9.3 million in 2024, ...",bullish,75,analysis,SOFI,7,6653.0,794.0,28.57142857142857,0.0,71.42857142857143,True,True,7447.0
1.88508e+18,JPATrades,"$AAPL EARNINGS

EPS $2.40 expectations of $2.34✅
 
Rev $124.3B expectations of $124B✅
 
Down 1%🩸 htt...",neutral,70,analysis,AAPL,37,6756.0,637.0,18.91891891891892,24.324324324324326,56.75675675675676,True,True,7393.0
1.86941e+18,HindenburgRes,"NEW FROM US: 

Sezzle – A Failing ""Buy Now, Pay Later"" Platform Playing Short Term Tricks As Insider...",bearish,75,analysis,SEZL,22,6662.0,602.0,45.45454545454545,27.27272727272727,27.27272727272727,True,True,7264.0
1.88681e+18,hamids,"Loving Robinhood for a bunch of reasons, but I’m also trimming my $HOOD position. Here’s the scoop:
...",bullish,70,analysis,"HOOD,GME",43,6594.0,515.0,39.53488372093023,6.976744186046512,53.48837209302325,True,True,7109.0
1.88644e+18,JPATrades,$NVDA support held ✅,bullish,70,analysis,NVDA,68,6748.0,316.0,35.294117647058826,11.76470588235294,52.94117647058824,True,True,7064.0
1.86472e+18,KevinLMak,"$SPHR

Short call from @Hedgeye on Sphere. I've spoken with the team that covers Sphere a couple of ...",bullish,60,analysis,SPHR,8,6647.0,393.0,12.5,0.0,87.5,True,True,7040.0
1.88613e+18,SFarringtonBKC,"$VET has Canadian Peso debt, and sells natural gas at Dutch TTF in Ireland",neutral,50,analysis,VET,23,6711.0,315.0,26.08695652173913,13.043478260869565,60.86956521739131,True,True,7026.0
1.88972e+18,KevinLMak,"$SPHR

Backstreet Boys Residency for 9 nights announced this morning. Updated the show calendar belo...",bullish,85,analysis,SPHR,48,6625.0,370.0,58.333333333333336,6.25,35.41666666666667,True,True,6995.0
1.89077e+18,TradingThomas3,"Options volatility is collapsing, signaling that the market sees little risk until $NVDA earnings. 
...",bullish,75,analysis,NVDA,21,6517.0,470.0,61.904761904761905,4.761904761904762,33.33333333333333,True,True,6987.0
1.89049e+18,TidefallCapital,$FFH.to going to hit the top 20 before it enters the TSX 60... https://t.co/CZfr1Vxezm,bullish,70,analysis,FFH,50,6381.0,457.0,44.0,22.0,34.0,True,True,6838.0
1.88924e+18,CompoundinGirl,"David Tepper's portfolio

Put this in the Louvre

Long $BABA $AMZN $PDD $MSFT $VST $JD $GOOG $META $...",bullish,85,trade_suggestion,"BABA,AMZN,PDD,MSFT,VST,JD,GOOG,META,ORCL,FXI",3,6097.0,729.0,66.66666666666666,0.0,33.33333333333333,True,True,6826.0
1.88543e+18,JPATrades,"$NVDA dip buyers should be out of money soon
 
My guess is we see one more big down day for $NVDA an...",bearish,65,trade_suggestion,NVDA,27,6431.0,363.0,29.629629629629626,22.22222222222222,48.148148148148145,True,True,6794.0
1.88901e+18,Brian_Stoffel_,"This might sound like blasphemy from an investor like me, but it seems like Verizon $VZ is an awfull...",bullish,75,analysis,VZ,57,6182.0,384.0,57.89473684210527,10.526315789473683,31.57894736842105,True,True,6566.0
1.86906e+18,alphatrends,"Now that $NVDA has under cut three prior lows (A,B,C) and cleared stops it is getting closer to a bo...",bullish,65,analysis,NVDA,15,5811.0,714.0,33.33333333333333,20.0,46.666666666666664,True,True,6525.0
1.89075e+18,ftr_investors,"$ADYEN Adyen's Total Processed Volume in the last 10 years! From €32.2B in 2015 to €1,285.9B in 2024...",bullish,85,analysis,ADYEN,9,5991.0,470.0,55.55555555555556,0.0,44.44444444444444,True,True,6461.0
1.88821e+18,ftr_investors,"Amazon, Alphabet, and Microsoft have unveiled their earnings, and the Q4 cloud revenue numbers are i...",bullish,70,analysis,"AMZN,MSFT,GOOGL",10,6054.0,349.0,20.0,10.0,60.0,True,True,6403.0
1.889e+18,TradingThomas3,David Tepper sold big tech to Load up on China last Quarter $BABA $JD $FXI https://t.co/7wJEnn87PM,bullish,60,analysis,"BABA,JD,FXI",38,6002.0,362.0,65.78947368421053,7.894736842105263,26.31578947368421,True,True,6364.0
1.89052e+18,alphatrends,"Stock Market &amp; Crypto Analysis 2/14/25
$SPY $QQQ $IWM $SMH $XLE $XLF #Bitcoin #Ethereum $NVDA $T...",neutral,50,analysis,"SPY,QQQ,IWM,SMH,XLE,XLF,B,E,NVDA,TSLA",31,5782.0,525.0,25.806451612903224,19.35483870967742,54.83870967741935,True,True,6307.0
1.88883e+18,CompoundinGirl,"X wants to pay me to post on this platform now

But I’m like: nah let’s make the real money in $BABA...",bullish,70,trade_suggestion,"BABA,PDD",18,5701.0,527.0,38.88888888888889,16.666666666666664,44.44444444444444,True,True,6228.0
1.89114e+18,ZaStocks,"$DKNG

People are awful at gambling but can’t stop which is bullish for DraftKings. The Robinhood of...",bullish,75,analysis,DKNG,24,5764.0,407.0,33.33333333333333,29.166666666666668,37.5,True,True,6171.0
1.89045e+18,ZaStocks,$DKNG strikes me as the next de-SPAC name that could have a monster move like we’ve seen with $HIMS ...,bullish,75,analysis,"DKNG,HIMS,RKLB,HOOD",37,5816.0,345.0,40.54054054054054,5.405405405405405,54.054054054054056,True,True,6161.0
1.8568e+18,CompoundinGirl,"RT @CompoundinGirl: If $BABA doesn’t explode higher following its earnings on Friday

Then I will se...",bullish,60,trade_suggestion,BABA,5,5895.0,259.0,0.0,20.0,80.0,True,True,6154.0
1.67319e+18,eliant_capital,"$ES
Right on the trend heading into EOQ https://t.co/v0yMOyQ8dv",bullish,70,analysis,ES,23,5664.0,475.0,52.17391304347826,0.0,47.82608695652174,True,True,6139.0
1.89044e+18,StockMarketNerd,"If we were worried about $SOFI the company 2 days ago &amp; now suddenly feel all better...

We prob...",bullish,65,analysis,SOFI,47,5843.0,267.0,51.06382978723404,4.25531914893617,44.680851063829785,True,True,6110.0
1.89015e+18,ZaStocks,"$COIN had an absolute monster quarter.

EPS $4.68 vs $2.04 est
Revenue +138% YOY
Net income +300%
Tr...",bullish,85,analysis,COIN,51,5776.0,330.0,54.90196078431373,13.725490196078432,31.372549019607842,True,True,6106.0
1.86694e+18,BarrySchwartzBW,"National Bank highlights TFI International as a potential winner under Trump 2.0 $TFII 
- Policy pro...",bullish,75,analysis,TFII,12,5693.0,376.0,33.33333333333333,16.666666666666664,50.0,True,True,6069.0
1.88823e+18,mind1nvestor,"$SOFI – Another textbook move, with Wave 3 completing perfectly at the 1.618 Fib level, right at my ...",bullish,75,analysis,SOFI,20,5365.0,612.0,25.0,30.0,45.0,True,True,5977.0
1.88896e+18,JPATrades,$AMD puts up 20% trying to move https://t.co/MmvPftUSh1,bearish,70,analysis,AMD,62,5494.0,194.0,70.96774193548387,12.903225806451612,16.129032258064516,True,True,5688.0
1.84876e+18,ecommerceshares,"$GM up +100% since last November lows.

How did it happen?
- 2024E P/E multiple was 4.0x, now 5.2x (...",bullish,80,analysis,GM,6,4873.0,802.0,50.0,16.666666666666664,33.33333333333333,True,True,5675.0
1.88284e+18,ZaStocks,"There’s a select few leaders of each “speculative” theme we’re seeing run.

Batteries: $ENVX
Energy ...",bullish,70,trade_suggestion,"ENVX,EOSE,SERV,PDYN,RR,ACHR,OKLO,NNE,TEM,MRNA,GRAL,RKLB,LUNR,RDW",21,5009.0,567.0,61.904761904761905,14.285714285714285,23.809523809523807,True,True,5576.0
1.89188e+18,Errecck,"$LCID up another 8% today

1st stop is overhead supply at $4-$4.50 https://t.co/1v4fjEx4VO",bullish,70,analysis,LCID,41,5172.0,379.0,63.41463414634146,14.634146341463413,21.951219512195124,True,True,5551.0
1.87886e+18,ZaStocks,"$META looks phenomenal.

30% move to $2T takes the stock north of $750. Zuck rebrand should get it t...",bullish,75,analysis,META,12,4883.0,563.0,33.33333333333333,16.666666666666664,50.0,True,True,5446.0
1.8771e+18,BarrySchwartzBW,Costco with some monster comps.  $COST,bullish,75,analysis,COST,17,4814.0,627.0,35.294117647058826,23.52941176470588,41.17647058823529,True,True,5441.0
